REVIEW_YEAR,EFFECTIVE_DATE,PREMIUM_BEFORE,SUM_ASSURED_BEFORE,CRITICAL_ILLNESS_BEFORE,AGE_AT_REVIEW,OPTIMUM_PREMIUM_5Y,OPTIMUM_PREMIUM_10Y,BRANCH,REVIEW_OUTCOME,ASSIGNED_FLAG,ASTERISKED_ORPHAN,SINGLE,JOINT_LIFE_1ST,DUAL_LIFE,PRIMARY_AGENT_STATUS
10,28/06/2017,96.31,513102.0,No,43,144.0,170.23,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,29/06/2017,100.51,53604.0,Yes,59,138.66,184.43,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,17/07/2017,77.18,413438.0,Yes,43,105.8,135.36,Combine,Option 4 - Cover allowed to expire,Y,Y,N,N,Y,Active
10,28/07/2017,57.98,586402.0,No,40,84.69,102.34,Fermoy,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,25/07/2017,81.04,347288.0,Yes,42,115.38,154.49,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,04/09/2017,57.0,85000.0,Yes,46,76.08,94.2,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,22/08/2017,90.0,251109.0,Yes,40,109.08,131.96,Moynalty,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,22/08/2017,90.0,200000.0,Yes,48,139.59,185.37,Galway,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,24/08/2017,46.91,49199.5,No,65,54.54,73.62,East Gate,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,11/09/2017,54.24,121246.5,Yes,38,73.32,83.81,East Gate,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Active
10,20/09/2017,93.08,69811.0,No,63,173.19,226.59,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,27/09/2017,120.55,425957.0,No,39,187.31,221.64,East Gate,Option 1 - 5 year increase,Y,N,Y,N,N,Inactive
10,27/09/2017,190.58,325779.0,Yes,50,282.12,362.71,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,17/10/2017,187.29,289129.0,Yes,38,267.4,299.81,Dublin,Option 3 - Maintain current premium and reduce benefits,Y,Y,N,N,Y,Inactive
10,28/09/2017,142.78,184263.5,Yes,42,177.12,222.89,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,18/10/2017,110.32,162891.0,Yes,52,140.84,202.83,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,06/11/2017,87.18,177552.0,Yes,49,163.48,190.19,Galway,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,21/11/2017,160.0,315750.0,Yes,52,186.71,293.51,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,23/11/2017,150.09,130311.0,Yes,55,237.83,264.53,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,23/11/2017,70.19,81445.5,Yes,43,112.16,132.17,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,27/12/2017,81.9,236250.0,Yes,43,99.07,116.24,Dublin,Option 2 - 10 year increase,N,N,N,N,Y,Active
10,21/12/2017,110.0,35000.0,Yes,58,169.13,194.88,Tralee,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
10,25/01/2018,47.5,250000.0,No,40,55.13,67.53,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,17/12/2018,924.0,150000.0,No,54,1750.0,2325.0,Galway,Option 2 - 10 year increase,N,N,N,N,Y,Active
10,15/02/2018,80.0,86822.0,Yes,54,137.23,164.89,Galway,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Inactive
10,14/02/2018,197.61,203612.0,Yes,51,441.71,504.65,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,15/02/2018,100.85,206870.5,No,53,188.59,225.78,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,15/02/2018,71.02,67005.0,Yes,57,82.47,109.17,Cork,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,21/02/2018,176.34,350213.5,Yes,48,328.91,386.12,Tralee,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,22/02/2018,63.04,82500.0,No,61,110.73,150.79,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,22/02/2018,241.28,407224.0,No,63,519.7,658.91,Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,22/02/2018,136.79,308700.0,Yes,41,201.64,228.34,Tralee,Option 2 - 10 year increase,N,N,N,N,Y,Active
10,07/03/2018,50.0,47500.0,Yes,44,61.45,91.02,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,07/03/2018,73.93,110250.0,Yes,45,125.44,138.79,East Gate,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,07/03/2018,255.17,92846.5,Yes,56,430.62,467.8,Galway,Option 4 - Cover allowed to expire,N,Y,Y,N,N,Inactive
10,12/03/2018,89.89,82410.5,No,51,131.85,158.08,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,14/03/2018,81.45,162889.5,No,58,146.31,189.71,Fermoy,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,14/03/2018,43.75,21271.5,Yes,56,49.48,63.79,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
10,26/03/2018,100.0,200000.0,Yes,47,119.08,143.88,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,26/03/2018,162.9,21543.0,No,67,347.9,408.92,Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,26/03/2018,81.45,325779.0,No,50,129.14,151.08,Cork,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,26/03/2018,2652.39,1221673.0,No,50,4478.82,5407.26,Moynalty,Option 4 - Cover allowed to expire,Y,Y,N,N,Y,Inactive
10,26/03/2018,113.74,88648.0,No,44,127.1,160.96,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
10,16/04/2018,44.68,35177.5,Yes,53,56.13,65.2,Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,03/04/2018,302.14,315000.0,Yes,53,338.38,422.76,Dublin,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,10/04/2018,179.67,465399.0,Yes,48,355.13,403.28,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,11/04/2018,87.1,201014.5,No,55,144.32,182.47,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,11/04/2018,85.09,60775.5,Yes,52,104.17,130.4,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,17/04/2018,122.18,45609.0,No,71,278.58,365.35,Dublin,Option 4 - Cover allowed to expire,N,N,Y,N,N,Inactive
10,17/04/2018,191.01,310266.0,Yes,50,250.14,314.97,Cork,Option 4 - Cover allowed to expire,N,Y,N,N,Y,Inactive
10,18/04/2018,60.0,13500.0,No,69,69.54,101.5,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
10,04/05/2018,105.0,63000.0,Yes,53,152.69,167.94,Tralee,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,23/04/2018,183.72,93807.0,Yes,56,221.87,271.45,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,24/04/2018,157.65,53144.0,No,67,333.12,400.34,Fermoy,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,25/04/2018,244.34,27382.0,No,73,492.25,576.15,Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,25/04/2018,235.29,325779.0,Yes,48,405.02,472.24,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,25/04/2018,162.9,602691.0,Yes,44,208.68,260.18,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,08/05/2018,228.38,407224.0,Yes,52,361.88,410.5,Galway South,Option 3 - Maintain current premium and reduce benefits,Y,N,N,N,Y,Inactive
10,01/05/2018,97.3,268769.0,Yes,44,177.41,205.55,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,25/04/2018,183.54,232172.0,Yes,50,378.07,460.07,East Gate,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
10,25/04/2018,218.79,364652.0,Yes,54,373.26,454.79,Cork,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,25/04/2018,122.93,162891.0,Yes,45,142.01,164.9,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,25/04/2018,50.0,6607.5,No,73,130.12,135.84,Moynalty,Option 2 - 10 year increase,N,N,Y,N,N,Inactive
10,15/05/2018,147.75,406300.0,Yes,48,189.72,236.93,Dublin,Option 4 - Cover allowed to expire,Y,Y,N,N,Y,Inactive
10,08/05/2018,131.05,325779.0,Yes,48,251.21,291.26,Fermoy,Option 4 - Cover allowed to expire,N,Y,N,N,Y,Inactive
10,08/05/2018,126.0,399000.0,No,55,183.22,244.25,East Gate,Option 4 - Cover allowed to expire,Y,N,N,N,Y,Inactive
10,15/05/2018,103.28,81445.5,Yes,56,183.39,205.33,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
10,15/05/2018,177.22,130312.0,Yes,49,196.3,289.74,Cork,Option 4 - Cover allowed to expire,N,Y,Y,N,N,Inactive
10,21/05/2018,63.67,133127.0,Yes,51,90.38,134.25,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,30/05/2018,60.48,176400.0,Yes,36,73.84,79.56,Cork,Option 4 - Cover allowed to expire,N,Y,Y,N,N,Inactive
10,01/06/2018,44.1,41344.0,Yes,56,51.73,68.43,Galway,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,23/05/2018,76.77,308700.0,No,40,107.29,126.37,East Gate,Option 4 - Cover allowed to expire,Y,Y,N,N,Y,Inactive
10,23/05/2018,401.12,243101.0,Yes,58,610.86,789.14,Tralee,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,23/05/2018,79.83,285056.0,No,42,114.17,138.02,East Gate,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,23/05/2018,249.96,325779.0,Yes,58,352.95,465.45,Moynalty,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,30/05/2018,60.78,69891.5,Yes,50,98.93,133.27,East Gate,Option 3 - Maintain current premium and reduce benefits,Y,N,Y,N,N,Inactive
10,05/06/2018,63.82,382885.0,No,46,92.44,113.42,Cork,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,06/06/2018,81.45,73300.0,Yes,46,123.42,140.59,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,11/06/2018,77.39,211065.0,Yes,43,106.01,140.33,Roscommon,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,01/06/2018,140.0,337500.0,Yes,48,181.97,228.7,East Gate,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,25/06/2018,156.7,263725.0,No,47,297.84,386.04,Tralee,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,26/06/2018,37.0,170000.0,No,45,48.45,63.71,Cork,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,18/06/2018,35.0,35000.0,No,68,65.52,95.57,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,18/06/2018,101.39,66150.0,No,70,196.76,247.78,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,19/06/2018,115.76,66150.0,No,66,153.91,228.78,Galway,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,26/06/2018,160.86,407224.0,Yes,49,256.23,298.18,Roscommon,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,02/07/2018,219.95,463050.0,Yes,45,275.27,362.04,Dublin,Option 4 - Cover allowed to expire,N,Y,N,N,Y,Inactive
10,17/07/2018,94.76,113006.5,Yes,54,138.63,156.75,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,02/07/2018,62.0,255000.0,No,51,113.51,137.35,Moynalty,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,03/07/2018,135.04,203612.5,No,52,299.07,346.74,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,03/07/2018,97.24,309955.0,Yes,45,139.2,174.49,East Gate,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,03/07/2018,220.0,212500.0,No,65,292.48,428.82,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,23/07/2018,35.0,180000.0,Yes,42,54.08,69.82,Combine,Option 3 - Maintain current premium and reduce benefits,Y,N,N,N,Y,Active
10,09/07/2018,172.78,105879.0,Yes,56,306.29,322.51,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,10/07/2018,162.84,733003.0,Yes,41,231.5,269.64,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,30/07/2018,119.97,61261.0,No,69,148.58,224.41,East Gate,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,02/07/2018,152.04,659705.0,No,44,203.55,262.66,East Gate,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,23/07/2018,98.39,262500.0,No,50,111.75,155.61,Cork,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,23/07/2018,260.55,488669.0,Yes,49,455.06,556.61,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,23/07/2018,79.08,141229.5,No,51,113.42,147.28,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,23/07/2018,66.34,150491.0,Yes,40,77.79,89.23,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,26/07/2018,133.42,61898.0,No,69,289.82,361.33,Cork,Option 3a - Reduce Premium and Benefits,N,N,Y,N,N,Inactive
10,24/07/2018,56.29,309563.0,No,47,84.91,103.51,Roscommon,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,25/07/2018,101.0,65000.0,Yes,54,116.26,146.78,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,25/07/2018,85.0,25000.0,No,70,98.36,138.4,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,07/08/2018,374.72,364601.0,Yes,53,653.11,763.23,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,07/08/2018,50.0,182326.0,Yes,38,72.89,76.71,East Gate,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Active
10,08/08/2018,65.84,273000.0,Yes,45,92.55,113.53,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,15/08/2018,104.28,374646.0,No,53,209.19,241.6,Moynalty,Option 2 - 10 year increase,N,N,N,N,Y,Active
10,03/09/2018,146.6,65156.0,Yes,53,280.11,303.48,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,20/08/2018,130.0,317500.0,Yes,47,179.6,212.97,East Gate,Option 2 - 10 year increase,N,N,N,N,Y,Inactive
10,03/09/2018,63.92,105878.0,No,54,140.22,167.89,Galway South,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,03/09/2018,97.24,115473.0,Yes,47,116.32,146.83,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
10,21/09/2018,81.45,81445.5,Yes,46,94.81,111.97,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,21/08/2018,95.72,319070.0,Yes,39,118.61,145.32,Cork,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,20/08/2018,178.94,294000.0,Yes,50,306.72,372.52,East Gate,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,22/08/2018,229.51,382885.0,Yes,47,303.89,357.29,Tralee,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,27/08/2018,96.8,192937.5,Yes,43,138.77,155.93,East Gate,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,20/09/2018,105.54,337704.0,Yes,47,178.02,213.31,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,28/09/2018,105.54,55538.5,No,61,134.15,201.39,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,03/09/2018,104.28,367127.0,No,43,165.31,196.79,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,10/09/2018,212.48,338810.5,Yes,49,410.82,475.66,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,11/09/2018,84.0,105000.0,Yes,49,129.78,159.35,Tralee,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,12/09/2018,57.03,265000.0,No,46,95.18,114.26,East Gate,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,28/09/2018,121.28,126046.5,Yes,48,193.76,215.7,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,24/09/2018,151.92,325779.0,Yes,39,300.69,347.42,Tralee,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,17/09/2018,54.77,20000.0,No,66,113.91,137.75,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,17/09/2018,70.79,63814.5,Yes,46,82.24,95.59,East Gate,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,17/09/2018,243.11,334264.0,Yes,49,367.07,461.95,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,19/09/2018,111.2,81445.5,Yes,50,183.68,208.48,Cork,Option 2 - 10 year increase,Y,N,Y,N,N,Inactive
10,27/09/2018,110.97,124985.0,Yes,49,137.68,157.71,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,24/09/2018,74.84,521247.0,No,43,105.36,125.4,East Gate,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,24/09/2018,59.99,63814.5,No,59,103.87,125.81,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,25/09/2018,177.74,203612.5,Yes,48,204.45,282.63,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,26/09/2018,152.33,162891.0,Yes,42,201.93,235.3,East Gate,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
10,01/10/2018,135.04,863314.0,No,47,222.78,261.4,Dublin,Option 4 - Cover allowed to expire,Y,N,N,N,Y,Active
10,26/09/2018,166.94,245000.0,Yes,42,212.72,275.65,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,15/10/2018,93.08,201674.0,Yes,42,135.05,163.65,Galway,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
10,26/09/2018,210.81,407224.0,No,59,443.48,542.64,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,01/10/2018,105.25,70089.0,Yes,59,135.77,186.32,Galway South,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,26/09/2018,132.3,330750.0,Yes,38,145.66,183.81,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,28/09/2018,181.95,450000.0,No,50,410.8,472.31,Cork,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
10,30/10/2018,40.0,20000.0,No,65,66.71,86.26,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,10/10/2018,79.32,44100.0,Yes,56,140.36,147.99,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,10/10/2018,62.99,310266.0,No,47,85.88,106.87,East Gate,Option 4 - Cover allowed to expire,N,Y,N,N,Y,Inactive
10,15/10/2018,73.7,53604.0,Yes,56,98.5,119.01,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,08/11/2018,139.31,163446.0,Yes,47,234.68,275.68,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,22/10/2018,97.8,91163.0,Yes,53,177.91,201.76,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,22/10/2018,178.73,244334.0,Yes,49,260.75,298.88,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,23/10/2018,100.29,65156.0,No,68,189.94,240.0,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,01/11/2018,308.3,288750.0,Yes,55,565.73,645.81,East Gate,Option 3 - Maintain current premium and reduce benefits,Y,Y,N,N,Y,Inactive
10,30/10/2018,117.94,33075.0,Yes,58,137.02,187.56,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,01/11/2018,169.92,73873.0,Yes,62,190.91,244.31,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,24/10/2018,147.97,325779.0,Yes,48,277.66,316.77,East Gate,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,24/10/2018,172.39,122168.0,Yes,57,359.3,400.78,Cork,Option 4 - Cover allowed to expire,N,Y,N,N,Y,Inactive
10,01/11/2018,113.86,81445.0,Yes,48,127.22,175.85,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,24/10/2018,206.03,203612.0,Yes,51,228.92,303.3,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,24/10/2018,150.0,180000.0,Yes,50,199.6,253.96,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,24/10/2018,67.01,12159.5,No,76,143.31,173.0,Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,05/11/2018,192.64,240262.5,Yes,47,244.15,298.02,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,06/11/2018,97.73,86802.0,No,52,196.91,234.58,East Gate,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
10,26/11/2018,129.7,132300.0,Yes,45,143.06,187.4,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,03/12/2018,111.2,244334.0,Yes,40,132.19,156.97,Galway,Option 2 - 10 year increase,N,N,N,N,Y,Active
10,19/11/2018,57.89,57881.5,Yes,45,65.52,76.02,East Gate,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,30/11/2018,191.45,279650.0,Yes,49,286.81,325.91,East Gate,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,21/11/2018,374.65,366501.5,Yes,58,679.73,819.4,Cork,Option 4 - Cover allowed to expire,Y,N,N,N,Y,Active
10,21/11/2018,87.1,33502.5,Yes,53,117.62,130.98,East Gate,Option 2 - 10 year increase,N,Y,Y,N,N,Inactive
10,15/11/2018,63.82,127629.0,Yes,47,79.08,101.02,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,03/12/2018,38.64,103000.0,No,54,50.09,69.16,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,28/11/2018,150.38,145861.0,Yes,54,222.86,284.37,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,03/12/2018,212.78,295492.0,Yes,53,378.7,452.11,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,28/12/2018,81.94,88296.5,No,68,171.59,234.52,Dublin,Option 2 - 10 year increase,N,N,N,N,Y,Inactive
10,04/12/2018,63.37,315000.0,No,50,120.6,134.91,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,05/12/2018,168.86,162889.5,Yes,48,187.94,263.28,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,03/12/2018,70.19,119886.5,Yes,39,85.45,96.9,Moynalty,Option 4 - Cover allowed to expire,N,N,Y,N,N,Inactive
10,11/12/2018,85.39,203612.0,Yes,46,131.17,145.48,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,12/12/2018,352.51,486203.0,Yes,53,444.04,690.97,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,06/12/2018,205.03,201014.5,Yes,49,254.63,328.99,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,02/01/2019,63.82,127629.0,Yes,48,94.34,119.62,Dublin,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,28/12/2018,84.55,105000.0,Yes,43,107.44,127.48,Galway,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,02/01/2019,81.45,42924.0,Yes,46,131.05,151.08,Dublin,Option 4 - Cover allowed to expire,N,N,Y,N,N,Active
10,02/01/2019,69.3,315000.0,Yes,41,76.93,97.92,Dublin,Option 3 - Maintain current premium and reduce benefits,Y,N,N,N,Y,Inactive
10,02/01/2019,133.68,211065.0,Yes,58,240.49,291.99,Galway,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Inactive
10,24/12/2018,144.67,203612.0,Yes,44,201.89,244.81,Cork,Option 4 - Cover allowed to expire,N,N,Y,N,N,Active
10,02/01/2019,97.73,160040.0,Yes,48,170.21,195.96,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,08/01/2019,45.96,30032.5,No,61,93.65,115.59,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,28/12/2018,79.88,16537.5,No,63,89.42,128.53,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,21/01/2019,79.8,152276.5,No,45,114.14,137.02,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,07/01/2019,89.0,200000.0,Yes,52,155.76,186.28,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,01/02/2019,89.0,216507.5,Yes,51,115.71,148.13,Roscommon,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,14/01/2019,73.88,78304.5,Yes,42,89.14,112.99,Dublin,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,04/02/2019,84.43,73872.0,Yes,52,137.84,164.55,East Gate,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,01/02/2019,105.0,160000.0,No,52,183.2,221.35,Dublin,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,12/02/2019,187.67,81445.5,Yes,57,366.94,389.36,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
10,18/02/2019,227.82,281420.0,Yes,52,288.85,379.43,Roscommon,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,19/03/2019,92.45,134010.0,Yes,47,153.48,177.33,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,25/02/2019,162.45,162891.0,Yes,49,185.34,246.37,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
